part_num,label_text,short_name,description,brief,status,old_location,location,min_quantity,total_on_hand,latest_inventory_num,latest_inventory_date,latest_backstock_num,latest_backstock_date,max_quantity,unit,%_on_hand,2017 restock: date order placed,price_per,supplier,brand,series,manufacturer_part_number,supplier_part_number,purchase_link,alternate/old_purchase_link,info_link,image_link,"Status (discontinued/obsolete/no longer required, etc.)",Serial #,inventory1,inventory2,inventory3,inventory4,inventory5,inventory6,inventory7,inventory8,inventory9,inventory10,inventory11,inventory12,inventory13,inventory14,inventory15,inventory16,inventory17,inventory18,inventory19,inventory20,,,back_stock1,back_stock2,back_stock3,back_stock4,back_stock5,back_stock6,back_stock7,back_stock8,back_stock9,back_stock10,back_stock11,back_stock12,back_stock13,back_stock14,back_stock15,back_stock16,back_stock17,back_stock18,back_stock19,back_stock20,
1482,foodsafe PVC tubing,foodsafe PVC tubing,"tubing, PVC, 3/16"" outside diameter, 1/16"" inside diameter, 1/16"" wall thickness, clear, 3A sanitary (for food and beverage)",,Discontinued,SHELF-A-9,SHELF-A-9,5,0,0,1/10/19,,,15,,0%,,$0.20,McMaster-Carr,,,,5231K947,http://www.mcmaster.com/#5231k947/=tk91gh ,,,,,,1001:6/21/17,50:5/30/18,0:1/10/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1484,check valve,check valve,"Valterra 200-07F PVC Swing/Spring Combination Check Valve, Clear, 3/4"" FPT",,Discontinued,SHELF-A-9,SHELF-A-9,0,4,4,1/10/19,,,6,,,,$5.10,,,,,,,,,,,,1:6/21/17,1:5/30/18,4:1/10/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,,hose clamps,"Stainless Steel Hose Clamps, SAE Size 12 Range 5/8-Inch-1-1/4-Inch",,Discontinued,Fluids and Pneumatics Kit,Fluids and Pneumatics Kit,5,#VALUE!,moved to pneumatics kit,5/30/18,,,15,,,,$1.25,Amazon,,,,,https://www.amazon.com/gp/product/B006IOZ2TG/ref=oh_aui_detailpage_o00_s00?ie=UTF8&psc=1,,,,,,7:6/21/17,moved to pneumatics kit:5/30/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,,"1/2"" tubing coupler OBSOLETED: USE PART 1533","coupler, for 1/2"" tubing",,Discontinued,SHELF-B-5 : Fluids and pneumatics kit,SHELF-B-5 : Fluids and pneumatics kit,5,2,2,5/31/18,,,25,,40%,,$0.63,McMaster-Carr,,,,2808K109,http://www.mcmaster.com/#2808k109/=139kplx,,,,,,10:6/21/17,2:5/31/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,"3/4"" tubing coupler","3/4"" tubing coupler","coupler, for 3/4"" tubing",,Discontinued,Fluids and Pneumatics Kit,Fluids and Pneumatics Kit,5,5,5,1/10/19,,,15,each,100%,,$0.72,Amazon,,,,,https://www.amazon.com/gp/product/B008TSZKC8/ref=oh_aui_detailpage_o00_s00?ie=UTF8&psc=1,,,,,,15:6/21/17,7:5/31/18,5:1/10/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,"3/4"" tubing barb to threaded fitting","3/4"" tubing barb to threaded fitting","tubing fitting, 3/4"" tubing barb to 3/4"" NPT thread",,Active,Fluids and Pneumatics Kit,Fluids and Pneumatics Kit,2,5,5,1/10/19,,,50,each,250%,,$0.63,McMaster-Carr,,,,5372K133,http://www.mcmaster.com/#5372k133/=139kjsi,,,,,,1:6/21/17,8:5/31/18,0:6/13/18,5:1/10/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493,"1/4"" tubing barb to threaded fitting","1/4"" tubing barb to threaded fitting","tubing fitting, 1/4"" tubing barb to 1/4"" NPT thread",,Active,Fluids and Pneumatics Kit,Fluids and Pneumatics Kit,2,10,10,11/3/21,,,,each,500%,,$0.50,McMaster-Carr,,,,5372K112,https://www.mcmaster.com/5372K112/,,,,,,10:11/3/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494,"3/4"" tubing T fitting","3/4"" tubing T fitting","tubing fitting, 3/4"", T",,Discontinued,Fluids and Pneumatics Kit,Fluids and Pneumatics Kit,5,5,5,1/10/19,,,50,each,100%,,$0.55,Amazon,,,,,https://www.amazon.com/gp/product/B008TT5MKM/ref=oh_aui_detailpage_o00_s00?ie=UTF8&psc=1,,,,,,3:6/21/17,8:5/31/18,5:1/10/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,"1/2"" tubing barb to threaded fitting","1/2"" tubing barb to threaded fitting","tubing fitting, 1/2"" tubing barb to 1/2"" NPT thread",,Active,Fluids and Pneumatics Kit,Fluids and Pneumatics Kit,2,10,10,11/3/21,,,,each,500%,,$0.48,McMaster-Carr,,,,5372K125,https://www.mcmaster.com/5372K125/,,,,,,10:11/3/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,"1/2"" tubing Y fitting","1/2"" tubing Y fitting","tubing fitting, 1/2"", Y",,Active,Fluids and Pneumatics Kit,Fluids and Pneumatics Kit,5,5,5,1/10/19,,,10,each,100%,,$2.21,McMaster-Carr,,,,2808K132,http://www.mcmaster.com/#2808k132/=139kqn3,,,,,,3:6/21/17,2:5/31/18,7:6/18/18,5:1/10/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,"1/8"" tubing Y fitting","1/8"" tubing Y fitting","tubing fitting, for 1/8"" ID tubing, Y",,Active,Fluids and pneumatics kit,Fluids and pneumatics kit,5,70,20,10/25/19,50,1/9/23,50,each,1400%,,$1.03,McMaster-Carr,,,,5463K118,mcmaster.com/#5463K118,,,,,,20:10/25/19,,,,,,,,,,,,,,,,,,,,,,50:1/9/23,,,,,,,,,,,,,,,,,,,,
1498,"3/4"" ball valve","3/4"" ball valve","ball valve, with barbed fittings for 3/4"" tubing",,Discontinued,Fluids and pneumatics kit,Fluids and pneumatics kit,4,5,5,1/10/19,,,5,each,125%,,$7.89,Amazon,,,,,https://www.amazon.com/gp/product/B00CJIAUDI/ref=oh_aui_detailpage_o00_s00?ie=UTF8&psc=1,,,,,,2:6/21/17,4:5/31/18,5:1/10/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,"1/2"" to 1/4"" barbed reducer","1/2"" to 1/4"" barbed reducer","tubing fitting, 1/2"" to 1/4"" barbed tubing reducer",,Active,Fluids and Pneumatics Kit,Fluids and Pneumatics Kit,2,40,10,11/3/21,30,1/9/23,,each,2000%,,$0.54,McMaster-Carr,,,,5372K519,https://www.mcmaster.com/5372K519/,,,,,,10:11/3/21,,,,,,,,,,,,,,,,,,,,,,30:1/9/23,,,,,,,,,,,,,,,,,,,,
1502,,miscellaneous items,"items, random, potentially useful",,Discontinued,discontinued,discontinued,0,"1,001","1,001",6/21/17,,,0,,,,,,,,,,,,,,,,1001:6/21/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,,coin vending unit,"coin vending unit, with coin sorter and electronic feedback",,Discontinued,SHELF-B-2,SHELF-B-2,0,1,1,5/29/19,,,1,,,,,,,,,,,,,,,,1:6/21/17,1:5/31/18,1:1/10/2019,1:5/29/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Empty,,,,SHELF-B-3,SHELF-B-3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,,large glue gun,"hot glue gun, large, uses large glue sticks, 100W",,,Craft 6,Craft 6,6,0,0,5/18/23,0,5/18/23,8,,0%,8/7 GG added to buy list,$15.99,Amazon,,,,,"https://www.amazon.com/Blusmart-100-Watt-Industrial-Temperature-Sticks/dp/B01MFB17FK 
https://www.amazon.com/PUAO-Sticks-Office-Handmade-Decoration/dp/B077XBZGLP/",http://www.amazon.com/Surebonder-DT-280F-Dual-Temperature-Standard/dp/B000J2D8QC?ie=UTF8&keywords=DT-280F&qid=1464316644&ref_=sr_1_1&sr=8-1,,,,,4:6/21/17,6:8/31/17,2:5/30/18,4:6/19/18,3:1/10/2019,0:5/29/19,1:6/23/21,1:1/11/22,2:5/26/22,2:3/3/23,0:5/18/23,,,,,,,,,,,,8:6/19/18,2:4/1/2022,0:6/2/22,0:5/18/23,,,,,,,,,,,,,,,,,
1510,large glue sticks,large glue sticks,"glue sticks, large, 7/16"" diameter, 10"" length",,Active,Craft 6,Craft 6,50,50,50,5/18/23,0,5/18/23,100,,100%,,$0.20,Amazon,,,,,http://www.amazon.com/dp/B00VGV4C8S?psc=1,http://www.amazon.com/Adhesive-Technologies-220-11ZIP24-10-Inch-24-Pack/dp/B0018N9P22/ref=sr_1_2?s=hi&ie=UTF8&qid=1405370998&sr=1-2&keywords=glue+sticks,,,,,15:6/21/17,8:5/30/18,75:1/10/2019,75:1/10/2019,75:5/29/19,24:6/23/21,16:1/11/22,15:5/26/22,20:2/12/23,50:5/18/23,,,,,,,,,,,,,100:1/23/18,0:6/2/22,50:2/12/23,0:5/18/23,,,,,,,,,,,,,,,,,
1512,,large glue gun,"hot glue gun, large, uses large glue sticks",,,Craft 6,Craft 6,0,0,0,5/18/23,0,5/18/23,1,,,,$7.62,Amazon,Stanley,,GR20AX,,http://www.amazon.com/Stanley-GR20K-Trigger-Feed-Melt/dp/B000NIFKRM/ref=sr_1_1?s=hi&ie=UTF8&qid=1405370919&sr=1-1&keywords=glue+gun,,,,,,0:6/21/17,0:5/30/18,1:1/10/2019,0:5/29/19,0:6/23/21,0:5/26/22,0:5/18/23,,,,,,,,,,,,,,,,0:6/2/22,0:5/18/23,,,,,,,,,,,,,,,,,,,
1514,small glue gun,small glue gun,"hot glue gun, small, uses small sticks, 10W",,Active,Craft 6,Craft 6,5,4,4,5/18/23,0,5/18/23,6,,80%,8/7 GG added to buy list,$4.60,Amazon,Surebonder,,,GM-160,http://www.amazon.com/Surebonder-GM-160-Mini-Temperature-10-watt/dp/B003L264JA/ref=zg_tr_490650011_20,,,,,,1:6/21/17,6:8/31/17,4:1/29/18,0:5/6/18,5:5/7/18,8:5/30/18,5:1/10/2019,5:5/29/19,2:6/23/21,5:1/11/22,0:5/26/22,4:5/18/23,,,,,,,,,,,6:1/29/18,5:5/7/18,0:6/2/22,0:5/18/23,,,,,,,,,,,,,,,,,
1515,,small glue gun,"hot glue gun, small, uses small sticks, 10W",,Discontinued,Craft 6,Craft 6,,,,,,,,,,,,Amazon,generic,,,,https://www.amazon.com/gp/product/B079ZTKNZ7/,,,,,,0:6/23/21,0:5/26/22,1:5/26/22,3:3/3/23,4:5/18/23,,,,,,,,,,,,,,,,,,2: 4/27/21,2:6/28/21,0:6/2/22,1:3/3/23,0:5/18/23,,,,,,,,,,,,,,,,
1516,,small glue sticks,"glue sticks, small, 1/4"" diameter, 10"" length",,,Craft 6,Craft 6,50,150,150,5/18/23,0,5/18/23,100,,300%,,$0.22,Amazon,,,,,https://www.amazon.com/Surebonder-725M510-Temperature-Sticks-10-Inch/dp/B00BSEQTLQ/,,,,,,0:6/21/17,8:5/30/18,5:1/10/2019,25:02/19/19,0:5/29/19,40:6/23/21,0:1/11/22,5:5/26/22,10:1/25/23,20:2/12/23,15:3/26/23,150:5/18/23,,,,,,,,,,,200:1/23/18,380:8/29/18,360:02/19/19,80: 4/27/21,0:6/2/22,30:1/25/23,20:2/12/23,10:2/17/23,5:3/26/23,0:4/7/23,0:5/18/23,,,,,,,,,,
1517,,small glue sticks,"glue sticks, small, 1/4"" diameter, 4"" length",,Discontinued,Craft 6,Craft 6,,,,,,,,,,,,Amazon,,,,,https://www.amazon.com/gp/product/B078HTMJ8N/,,,,,,0:6/23/21,200:7/15/21,0:5/26/22,0:5/26/22,,,,,,,,,,,,,,,,,,,200:7/15/21,0:6/2/22,0:5/18/23,,,,,,,,,,,,,,,,,,
1518,,spring kit,"spring kit, assorted compression and extension springs, 200 pieces",,Active,Craft 2,Craft 2,200,425,400,6/2/22,25,6/6/23,65,individual spring,213%,,$0.05,Amazon,,,,,https://www.amazon.com/Neiko-50456A-Assortment-Compression-Extension/dp/B000K7M36W,,,,,,200:6/21/17,54assorted:5/29/18,,200:5/29/19,400:6/23/21,2:1/11/22,400:6/2/22,200:5/18/23,,,,,,,,,,,,,,,7: 4/29/21,70:7/28/21,63:6/2/22,0:5/18/23,25:6/6/23,,,,,,,,,,,,,,,,
1519,"spring pin, 3/16"" diameter, 1/2"" length",spring pin,"spring pin, 3/16"" diameter, 1/2"" length",,Active,Hardware Drawer 13,Hardware Drawer 13,10,150,150,8/26/22,,,,,1500%,,$0.03444,McMaster-Carr,,,,98296A905,mcmaster.com/#98296A905,,,,,,222:7/21/21,150:8/26/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,"1/4"" tubing barbed X connector","1/4"" tubing barbed X connector","tubing fitting, 1/4"", X (cross connector)",,Active,Fluids and pneumatics kit,Fluids and pneumatics kit,4,8,8,6/13/18,,,10,,200%,,$1.42,McMaster-Carr,,,,5463K96,http://www.mcmaster.com/#5463k96/=13e53f7,,,,,,6:6/21/17,8:6/13/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,"1/4"" to 1/8"" barbed reducer","1/4"" to 1/8"" barbed reducer","barbed fitting, reduces 1/4"" tubing to 1/8"" tubing, polypropylene",,Active,Fluids and pneumatics kit,Fluids and pneumatics kit,5,0,0,12/7/22,,,25,,0%,8/7 GG added to buy list,$1.161,McMaster-Carr,,,,53415K118,http://www.mcmaster.com/#53415k118/=13e52ri,,,,,,0:6/21/17,19:8/31/17,19:5/31/18,4:5/31/18,18:6/13/18,0:12/7/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,"1/4"" tubing T and fitting","1/4"" tubing T and fitting","tubing fitting, for 1/4"" interior diameter tubing, two barbed ends and one 1/4 NPT pipe size fitting",,Active,Fluids and pneumatics kit,Fluids and pneumatics kit,2,16,16,6/13/18,,,10,,800%,8/7 GG added to buy list,$0.921,McMaster-Carr,,,,2808K77,http://www.mcmaster.com/#2808k77/=13e8uj5,,,,could not find same item,,0:6/21/17,10:8/31/17,2:5/31/18,0:5/31/18,16:6/13/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,"1/4"" tubing fitting to 1/8 thread","1/4"" tubing fitting to 1/8 thread","tubing fitting, for 1/4"" interior diameter tubing, one barbed end and one 1/8 NPT pipe size male threaded end",,Active,Fluids and pneumatics kit,Fluids and pneumatics kit,5,9,9,6/13/18,,,10,,180%,8/7 GG added to buy list,$0.61,McMaster-Carr,,,,2808K24,http://www.mcmaster.com/#2808k24/=13e8v4i,,,,could not find same item,,0:6/21/17,10:8/31/17,0:5/31/18,9:6/13/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,,"3/16"" tubing fitting to 1/4-28 thread","Tight-Seal Moisture-Resistant Barbed Tube Fitting
Plastic, for 3/16"" Tube ID x 1/4""-28 Thread Male Pipe",,Discontinued,,,,,,,,,,each,,,$0.77,McMaster-Carr,,,,5047K119,https://www.mcmaster.com/5047K119/,,,,,,,,,,,,,,,,,,,,,,,,,,,,13: 4/29/21,15:6/6/23,,,,,,,,,,,,,,,,,,,
1583,,1/4-28 plastic hex nut,1/4-28 plastic hex nut,,Discontinued,,,,,,,,,,each,,,$0.08,McMaster-Carr,,,,94812A117,https://www.mcmaster.com/94812A117/,,,,,,,,,,,,,,,,,,,,,,,,,,,,166: 4/29/21,166:7/26/21,150:6/6/23,,,,,,,,,,,,,,,,,,
1585,"20ml syringe, Luer Lock fitting","Luer Lock Syringe, 20cc","M710 Luer Lock Manual Syringe, 20cc, clear plastic, with graduations",,Active,,,,,,,,,,each,,,$1.57,McMaster-Carr,,,,7510A654,https://www.mcmaster.com/7510A654/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,,Luer Lock fitting,"Plastic Quick-Turn Tube Coupling
Sockets, for 3/16"" Barbed Tube ID, Nylon",,Discontinued,,,,,,,,,,each,,,$0.44,McMaster-Carr,,,,51525K215,https://www.mcmaster.com/51525K215/,,,,,,,,,,,,,,,,,,,,,,,,,,,,23: 4/29/21,23:6/6/23,,,,,,,,,,,,,,,,,,,
1528,"1/4"" tubing connector","1/4"" tubing connector","connector, for 1/4"" interior diameter tubing, barbed ends",,Active,SHELF-B-5 : Fluids and pneumatics kit,SHELF-B-5 : Fluids and pneumatics kit,10,23,23,6/13/18,,,50,,230%,,$0.57,McMaster-Carr,,,,2808K106,http://www.mcmaster.com/#2808k106/=138iopo,,,,,,20:6/21/17,23:5/31/18,23:6/13/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,"1/8"" tubing connector","1/8"" tubing connector","connector, for 1/8"" interior diameter tubing, barbed ends",,Active,SHELF-B-5 : Fluids and pneumatics kit,SHELF-B-5 : Fluids and pneumatics kit,10,39,19,6/13/18,20,1/9/23,50,,390%,,$0.62,McMaster-Carr,,,,2808K103,http://www.mcmaster.com/#2808k103,,,,,,20:6/21/17,19:5/31/18,19:6/13/18,,,,,,,,,,,,,,,,,,,,20:1/9/23,,,,,,,,,,,,,,,,,,,,
1531,,"1/4"" barbed tubing connector OBSOLETED: USE PART 1528","tubing connector, barbed, for 1/4"" ID tubing",,Discontinued,SHELF-B-5 : Fluids and pneumatics kit,SHELF-B-5 : Fluids and pneumatics kit,5,23,23,5/31/18,,,,,460%,,$0.45,McMaster-Carr,,,,5372K513,mcmaster.com/#5372K513,,,,,,20:1/12/18,23:5/31/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,1/16 size O-ring,1/16 size O-ring,"O-ring, 1/16 size, multipurpose",,Active,SHELF-B-5 : Fluids and pneumatics kit,SHELF-B-5 : Fluids and pneumatics kit,25,100,100,6/18/18,,,50,,400%,,$0.0345,McMaster-Carr,,,,9452K11,http://www.mcmaster.com/#9452k11/=13e4hp3,,,,,,5:6/21/17,0:5/31/18,3:6/13/18,100:6/18/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,"1/2"" barbed tubing connector","1/2"" barbed tubing connector","tubing connector, barbed, for 1/2"" interior diameter tubing",,Active,SHELF-B-5 : Fluids and pneumatics kit,SHELF-B-5 : Fluids and pneumatics kit,20,20,20,6/18/18,,,,,100%,,$0.608,McMaster-Carr,,,,5372K518,mcmaster.com/#5372K518,,,,,,10:1/12/18,8:5/31/18,10:6/13/18,20:6/18/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,brass fasteners,brass fasteners,"brass fasteners, lengths: 3/8"", 1/2"", 5/8"", 3/4"", 1"", for building pivots, etc.",,Active,SHELF-B-5 : Miscellaneous kit,SHELF-B-5 : Miscellaneous kit,200,1200,500,5/29/19,700,6/7/23,,individual fastener,600%,,$0.02,Amazon,Juvale,,,,https://www.amazon.com/dp/B076P4GSYB,,,,,,500:3/19/18,500:5/29/19,,,,,,,,,,,,,,,,,,,,,0:11/16/20,1000: 5/14/21,700:6/7/23,,,,,,,,,,,,,,,,,,
1540,"1/8"" shaft collar, clamp-on","1/8"" shaft collar","shaft collar, for 1/8"" shaft, one-piece clamp-on",,Active,"SHELF-B-5 : Shafts, collars, & couplers kit","SHELF-B-5 : Shafts, collars, & couplers kit",15,24,24,5/25/18,,,30,,160%,,$2.29,McMaster-Carr,,,,6435K11,,,,,,,10:6/21/17,24:5/25/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,"1/4"" shaft collar, clamp-on","1/4"" shaft collar","shaft collar, for 1/4"" shaft, one-piece clamp-on",,Active,"SHELF-B-5 : Shafts, collars, & couplers kit","SHELF-B-5 : Shafts, collars, & couplers kit",15,25,25,9/20/22,,,50,,167%,,$1.23,Ebay,,,,,https://www.ebay.com/itm/183759077608,http://www.mcmaster.com/#6435k12/=qu98j0,,,,,25:6/21/17,0:5/29/18,10:6/18/18,25:9/20/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,"1/4"" shaft collar, set screw","1/4"" shaft collar","shaft collar, for 1/4"" shaft, set screw type",,Active,"SHELF-B-5 : Shafts, collars, & couplers kit","SHELF-B-5 : Shafts, collars, & couplers kit",10,100,100,9/20/22,,,50,,1000%,,$0.93,Ebay,,,,,https://www.ebay.com/itm/292072435669,http://www.mcmaster.com/#9414T6,,,,,25:6/21/17,0:5/29/18,10:6/18/18,100:9/20/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,"1/8"" shaft collar, set screw","1/8"" shaft collar","shaft collar, for 1/8"" shaft, set screw type",,Active,"SHELF-B-5 : Shafts, collars, & couplers kit","SHELF-B-5 : Shafts, collars, & couplers kit",10,24,24,5/29/18,,,50,,240%,,$0.98,McMaster-Carr,,,,9414T3,http://www.mcmaster.com/#9414T3,,,,,,40:6/21/17,24:5/29/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,"dowel pin, 1/4"" diameter x 2"" length","1/4"" dowel pin","dowel pin, 1/4"" diameter x 2"" length, bright finish alloy steel",,Active,"SHELF-B-5 : Shafts, collars, & couplers kit","SHELF-B-5 : Shafts, collars, & couplers kit",20,41,41,6/18/18,,,50,,205%,,$0.40,McMaster-Carr,,,,98381A550,mcmaster.com/#98381A550,https://www.fastenal.com/products/details/26758?sortby=wholesaleprice&sortdir=ascending&r=~|categoryl1:%22600000%20Fasteners%22|~%20~|categoryl2:%22600108%20Pins%22|~%20~|categoryl3:%22600111%20Dowel%20Pins%22|~%20~|attrlength:1490|~%20~|attrdiameter:310|~,,,,,20:6/21/17,16:5/29/18,41:6/18/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,"dowel pin, 1/8"" diameter x 2"" length","1/8"" dowel pin","dowel pin, 1/8"" diameter x 2"" length, bright finish alloy steel",,Active,"SHELF-B-5 : Shafts, collars, & couplers kit","SHELF-B-5 : Shafts, collars, & couplers kit",20,35,35,6/18/18,,,100,,175%,,$0.31,McMaster-Carr,,,,98381A480,mcmaster.com/#98381A480,https://www.fastenal.com/products/details/26732?r=~|categoryl1:%22600000%20Fasteners%22|~%20~|categoryl2:%22600108%20Pins%22|~%20~|categoryl3:%22600111%20Dowel%20Pins%22|~%20~|attrdiameter:150|~%20~|attrlength:1490|~,,,,,20:6/21/17,10:5/29/18,35:6/18/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,"dowel pin, 1/4"" diameter x 1"" length","1/4"" dowel pin","dowel pin, 1/4"" diameter x 1"" length, alloy steel",,Active,"SHELF-B-5 : Shafts, collars, & couplers kit","SHELF-B-5 : Shafts, collars, & couplers kit",10,50,50,5/29/18,,,100,,500%,8/7 GG added to buy list,$0.28,McMaster-Carr,,,Alloy Steel,98381A542,http://www.mcmaster.com/#98381A542,,,,,,10:6/21/17,50:8/31/17,50:5/29/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,"wooden dowel, 1/4"" diameter x 1-1/2"" length","1/4"" wooden dowel","wooden dowel, 1/4"" outer diameter, 1-1/2"" length, fluted, chamfered ends",,Active,Hardware Drawer 13,Hardware Drawer 13,20,200,100,8/26/22,100,6/6/23,,each,1000%,,$0.042,McMaster-Carr,,,,97195A416,mcmaster.com/#97195A416,,,,,,131:7/21/21,100:8/26/22,,,,,,,,,,,,,,,,,,,,,177: 4/29/21,100:6/6/23,,,,,,,,,,,,,,,,,,,
1575,,"5/16"" wooden dowel","wooden dowel, 5/16"" outer diameter, 1-1/2"" length, fluted, chamfered ends",,Discontinued,Hardware Drawer 13,Hardware Drawer 13,20,95,95,7/26/21,,,,each,475%,,$0.039,McMaster-Carr,,,,97195A425,mcmaster.com/97195A425,,,,,,95:7/26/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,"wooden dowel, 3/8"" diameter x 1-1/2"" length","3/8"" wooden dowel","wooden dowel, 3/8"" outer diameter, 1-1/2"" length, fluted, chamfered ends",,Active,Hardware Drawer 13,Hardware Drawer 13,20,50,50,8/26/22,,,,each,250%,,$0.042,McMaster-Carr,,,,97195A429,mcmaster.com/97195A429,,,,,,58:7/26/21,50:8/26/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,"dowel pin, 1/8"" diameter x 1/2"" length","1/8"" dowel pin","dowel pin, 1/8"" diameter x 1/2"" length, alloy steel",,Active,"SHELF-B-5 : Shafts, collars, & couplers kit","SHELF-B-5 : Shafts, collars, & couplers kit",10,60,60,5/29/18,,,200,,600%,,$0.18,McMaster-Carr,,,Alloy Steel,98381A475,http://www.mcmaster.com/#98381A475,,,,,,60:6/21/17,60:5/29/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,"dowel pin, 1/8"" diameter x 1"" length","1/8"" dowel pin","dowel pin, 1/8"" diameter x 1"" length, alloy steel",,Active,"SHELF-B-5 : Shafts, collars, & couplers kit","SHELF-B-5 : Shafts, collars, & couplers kit",10,60,60,5/29/18,,,200,,600%,,$0.18,McMaster-Carr,,,Alloy Steel,98381A475,http://www.mcmaster.com/#98381A475,,,,,,40:6/21/17,60:5/29/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,"shaft collar, for 3/16"" diameter shaft, set screw","3/16"" shaft collar","shaft collar, for 3/16"" diameter shaft, with set screw",,Active,"SHELF-B-5 : Shafts, collars, & couplers kit","SHELF-B-5 : Shafts, collars, & couplers kit",10,85,85,5/30/18,0,5/30/18,,,850%,,,,,,,,,,,,,,85:5/30/18,,,,,,,,,,,,,,,,,,,,,,85:1/23/18,0:5/30/18,,,,,,,,,,,,,,,,,,,
1538,"shaft grommet, 1/4""","1/4"" shaft grommet","grommet for shaft, for 1/4"" diameter shaft, acts as lightweight bearing",,Active,"SHELF-B-5 : Shoulder screws, bearings, & bushings kit","SHELF-B-5 : Shoulder screws, bearings, & bushings kit",20,5,5,5/25/18,,,24,,25%,8/7 GG added to buy list,$2.45,McMaster-Carr,,,,6126K43,http://www.mcmaster.com/#6126k43,,,,,,0:6/21/17,5:8/31/17,5:5/25/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,"ball bearing, 1/4"" shaft","ball bearing for 1/4"" shaft","ball bearing, for 1/4"" shaft diameter, 5/8"" outside diameter, shielded",,Active,"SHELF-B-5 : Shoulder screws, bearings, & bushings kit","SHELF-B-5 : Shoulder screws, bearings, & bushings kit",20,51,20,1/9/23,31,4/29/21,25,each,255%,,$0.88,eBay,HCH,,R4-ZZ,,https://www.ebay.com/itm/140939515378,http://www.mcmaster.com/#57155K388,,,,,15:6/21/17,20:11/17/17,4:5/29/18,24:6/19/18,9:6/21/18,50:08/12/19,36:9/30/22,20:1/9/23,,,,,,,,,,,,,,,31: 4/29/21,,,,,,,,,,,,,,,,,,,,
